"weekday","Age","Gender","Alcohol_Results","Drug_Involvement","Atmospheric_Condition","Roadway","Fatality"
5,62,"Female",,"No","Clear","Rural-Minor Arterial","no_fatal"
1,36,"Male",,"Not Reported","Rain","Rural-Major Collector","no_fatal"
3,57,"Female","0.0","Unknown","Cloudy","Urban-Collector","fatal"
6,45,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,57,"Female","0.0","No","Fog, Smog, Smoke","Rural-Principal Arterial-Other","no_fatal"
6,29,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
7,18,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
3,22,"Male",,"Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
5,20,"Male","0.0","Not Reported","Cloudy","Rural-Minor Arterial","no_fatal"
5,22,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
4,65,"Male","0.0","No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
6,33,"Male",,"Not Reported","Clear","Urban-Collector","no_fatal"
2,38,"Male","0.27","Not Reported","Fog, Smog, Smoke","Urban-Other Principal Arterial","fatal"
6,51,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
2,53,"Male","0.0","No","Cloudy","Urban-Principal Arterial-Interstate","no_fatal"
6,56,"Male",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,9,"Male","0.0","Unknown","Clear","Urban-Local Road or Street","fatal"
7,,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
2,6,"Female",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
5,25,"Female",,"Not Reported","Fog, Smog, Smoke","Urban-Principal Arterial-Interstate","no_fatal"
6,9,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,57,"Male","0.0","No","Clear","Urban-Other Principal Arterial","fatal"
7,11,"Male","0.0","No","Clear","Urban-Local Road or Street","fatal"
4,41,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
7,48,"Male","0.31","Not Reported","Clear","Rural-Local Road or Street","no_fatal"
7,19,"Male",,"No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
6,55,"Male","0.14","No","Clear","Urban-Other Principal Arterial","no_fatal"
5,60,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
2,9,"Not Reported",,"Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
3,73,"Male",,"Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
5,23,"Female",,"Not Reported","Clear","Urban-Collector","no_fatal"
4,11,"Female",,"Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
1,67,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","fatal"
3,51,"Male","0.07","No","Clear","Urban-Other Principal Arterial","fatal"
4,28,"Male","0.0","Yes","Clear","Rural-Principal Arterial-Interstate","fatal"
5,41,"Male","0.18","Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,46,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
1,57,"Female","0.0","No","Clear","Urban-Local Road or Street","fatal"
4,28,"Female",,"Not Reported","Fog, Smog, Smoke","Urban-Minor Arterial","no_fatal"
2,86,"Female","0.0","No","Clear","Rural-Local Road or Street","fatal"
2,45,"Male","0.0","No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,23,"Male","0.14","Unknown","Cloudy","Rural-Local Road or Street","fatal"
3,5,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,23,"Male",,"No","Clear","Urban-Minor Arterial","no_fatal"
1,20,"Male",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
7,17,"Female",,"Not Reported","Clear","Unknown","no_fatal"
6,9,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,43,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
7,55,"Male","0.0","Unknown","Clear","Rural-Minor Arterial","fatal"
5,15,"Male",,"Not Reported","Rain","Rural-Local Road or Street","no_fatal"
2,36,"Female",,"Not Reported","Cloudy","Urban-Principal Arterial-Interstate","no_fatal"
7,40,"Male","0.15","Unknown","Cloudy","Urban-Other Principal Arterial","fatal"
7,16,"Male",,"Unknown","Clear","Rural-Principal Arterial-Other","no_fatal"
6,22,"Male","0.21","Not Reported","Clear","Rural-Major Collector","fatal"
3,58,"Male",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
1,80,"Male",,"No","Clear","Rural-Principal Arterial-Other","fatal"
3,33,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
2,15,"Female",,"No","Blowing Snow","Rural-Minor Arterial","no_fatal"
5,44,"Male",,"No","Clear","Rural-Major Collector","no_fatal"
4,5,"Female",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
2,61,"Male","0.0","Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,26,"Male",,"Not Reported","Clear","Rural-Minor Collector","no_fatal"
1,50,"Male",,"No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
3,20,"Male","0.0","Yes","Clear","Rural-Minor Arterial","fatal"
1,15,"Female",,"Not Reported","Rain","Urban-Minor Arterial","no_fatal"
1,17,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,24,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
7,21,"Male","0.0","No","Cloudy","Urban-Other Principal Arterial","no_fatal"
2,31,"Male","0.0","Not Reported","Clear","Urban-Minor Arterial","fatal"
2,43,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
1,57,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,41,"Female","0.11","No","Clear","Urban-Collector","no_fatal"
6,23,"Female","\N","Not Reported","Clear","Urban-Local Road or Street","no_fatal"
6,26,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
5,67,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,54,"Male","0.0","No","Clear","Rural-Minor Arterial","no_fatal"
7,22,"Male",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
6,64,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,83,"Female","0.0","Not Reported","Clear","Rural-Minor Collector","fatal"
3,38,"Male","0.0","No","Rain","Rural-Minor Arterial","no_fatal"
6,23,"Male",,"Not Reported","Cloudy","Rural-Principal Arterial-Interstate","no_fatal"
5,21,"Male","0.22","No","Clear","Urban-Local Road or Street","fatal"
6,27,"Male","0.18","Not Reported","Clear","Urban-Other Principal Arterial","fatal"
2,39,"Male","\N","Unknown","Rain","Rural-Major Collector","fatal"
7,36,"Male","0.18","Not Reported","Clear","Rural-Minor Arterial","fatal"
3,26,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
6,13,"Female",,"No","Clear","Rural-Principal Arterial-Other","no_fatal"
4,22,"Male","0.0","Unknown","Clear","Urban-Minor Arterial","no_fatal"
3,38,"Male",,"No","Fog, Smog, Smoke","Urban-Minor Arterial","fatal"
4,51,"Male","0.0","Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
6,61,"Male","0.0","Unknown","Fog, Smog, Smoke","Rural-Minor Arterial","fatal"
7,30,"Female",,"Not Reported","Cloudy","Urban-Principal Arterial-Interstate","no_fatal"
4,30,"Male","0.21","Not Reported","Clear","Urban-Principal Arterial-Interstate","fatal"
5,19,"Male",,"No","Clear","Urban-Local Road or Street","no_fatal"
1,53,"Male",,"No","Fog, Smog, Smoke","Rural-Minor Arterial","no_fatal"
1,3,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
2,31,"Male","0.0","Not Reported","Clear","Urban-Minor Arterial","fatal"
4,26,"Male",,"No","Fog, Smog, Smoke","Rural-Principal Arterial-Interstate","no_fatal"
3,62,"Female",,"Not Reported","Rain","Rural-Principal Arterial-Other","no_fatal"
2,76,"Male","0.0","Unknown","Clear","Rural-Minor Arterial","fatal"
1,55,"Male",,"Not Reported","Clear","Urban-Local Road or Street","no_fatal"
7,29,"Male",,"Not Reported","Snow","Rural-Minor Collector","no_fatal"
1,52,"Male","0.0","Unknown","Clear","Urban-Minor Arterial","fatal"
3,20,"Male","0.0","Unknown","Clear","Rural-Major Collector","fatal"
6,22,"Male",,"Not Reported","Fog, Smog, Smoke","Rural-Principal Arterial-Other","no_fatal"
7,19,"Male","0.1","Not Reported","Clear","Urban-Other Principal Arterial","fatal"
4,23,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,20,"Male",,"Unknown","Clear","Urban-Other Principal Arterial","no_fatal"
5,26,"Male","0.26","No","Cloudy","Urban-Minor Arterial","fatal"
6,27,"Male","0.14","Unknown","Clear","Urban-Principal Arterial-Interstate","fatal"
1,,"Unknown",,"Unknown","Clear","Urban-Local Road or Street","no_fatal"
7,42,"Male","0.0","Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
1,12,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
1,58,"Male","0.0","No","Clear","Rural-Principal Arterial-Other","no_fatal"
6,27,"Female","0.33","No","Clear","Urban-Principal Arterial-Interstate","fatal"
2,19,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,18,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
1,36,"Female","0.15","Yes","Clear","Rural-Principal Arterial-Other","no_fatal"
7,37,"Female","0.01","Not Reported","Clear","Urban-Local Road or Street","fatal"
5,73,"Male","\N","Not Reported","Clear","Urban-Local Road or Street","no_fatal"
6,8,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
4,50,"Male","0.36","Unknown","Clear","Urban-Other Principal Arterial","fatal"
4,53,"Male",,"Not Reported","Rain","Rural-Principal Arterial-Other","no_fatal"
1,33,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
2,48,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
6,27,"Male","0.0","No","Cloudy","Rural-Major Collector","no_fatal"
5,77,"Male","0.0","No","Rain","Urban-Minor Arterial","fatal"
5,65,"Male",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
2,30,"Male","0.0","Unknown","Cloudy","Urban-Minor Arterial","fatal"
6,49,"Male",,"No","Rain","Rural-Principal Arterial-Other","no_fatal"
6,72,"Male","0.0","Unknown","Cloudy","Urban-Other Principal Arterial","fatal"
6,25,"Male","0.17","Not Reported","Clear","Urban-Collector","no_fatal"
2,31,"Male","0.29","Yes","Rain","Rural-Major Collector","no_fatal"
4,20,"Male","0.0","Not Reported","Clear","Urban-Other Principal Arterial","fatal"
6,55,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
6,31,"Female","0.0","No","Clear","Rural-Major Collector","no_fatal"
1,22,"Male","0.0","Not Reported","Clear","Rural-Minor Collector","no_fatal"
7,1,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
7,4,"Male",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
7,43,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
1,63,"Male","0.0","Unknown","Cloudy","Urban-Minor Arterial","fatal"
1,64,"Female","0.0","No","Clear","Rural-Principal Arterial-Interstate","fatal"
7,49,"Male",,"No","Clear","Rural-Minor Collector","no_fatal"
1,32,"Male","0.0","No","Clear","Rural-Minor Arterial","no_fatal"
2,37,"Male","0.0","Not Reported","Cloudy","Urban-Local Road or Street","fatal"
3,8,"Male",,"No","Cloudy","Rural-Major Collector","no_fatal"
7,60,"Male","0.0","Yes","Clear","Urban-Minor Arterial","no_fatal"
7,40,"Male",,"No","Clear","Rural-Principal Arterial-Interstate","no_fatal"
7,49,"Male","0.0","Unknown","Clear","Rural-Principal Arterial-Other","fatal"
7,20,"Male","0.04","No","Rain","Rural-Major Collector","no_fatal"
5,44,"Female","0.0","No","Clear","Urban-Minor Arterial","no_fatal"
6,22,"Male","0.0","Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
5,26,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
4,33,"Female","0.09","Yes","Clear","Rural-Major Collector","no_fatal"
6,35,"Female",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
6,26,"Male","\N","Not Reported","Clear","Rural-Minor Arterial","fatal"
3,27,"Female","0.16","Unknown","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
7,61,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
6,9,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
4,50,"Male","0.32","Not Reported","Clear","Rural-Principal Arterial-Other","fatal"
3,49,"Male",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
1,25,"Female",,"Not Reported","Clear","Rural-Minor Collector","fatal"
1,20,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
6,,"Not Reported",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
6,79,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
5,40,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
7,37,"Female","0.2","Yes","Clear","Urban-Minor Arterial","fatal"
3,27,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
7,50,"Male",,"Not Reported","Cloudy","Urban-Local Road or Street","fatal"
7,43,"Male","0.21","Unknown","Clear","Rural-Local Road or Street","fatal"
6,21,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
1,18,"Male",,"No","Clear","Urban-Other Principal Arterial","fatal"
2,27,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,38,"Female",,"Not Reported","Rain","Rural-Principal Arterial-Other","no_fatal"
4,20,"Female","0.0","No","Clear","Urban-Local Road or Street","no_fatal"
2,53,"Male","0.0","Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
4,21,"Female",,"No","Clear","Urban-Minor Arterial","no_fatal"
1,49,"Male",,"Not Reported","Fog, Smog, Smoke","Rural-Local Road or Street","no_fatal"
7,1,"Male",,"No","Snow","Rural-Major Collector","no_fatal"
2,46,"Male",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
7,83,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
7,19,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
7,34,"Female",,"Not Reported","Clear","Rural-Local Road or Street","no_fatal"
4,19,"Female",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
7,57,"Male",,"Not Reported","Cloudy","Urban-Local Road or Street","no_fatal"
7,20,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,37,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,20,"Female",,"No","Clear","Urban-Minor Arterial","no_fatal"
5,21,"Male","0.35","Not Reported","Clear","Rural-Minor Arterial","fatal"
7,51,"Female",,"No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
2,21,"Male",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
4,54,"Male","0.0","Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
1,19,"Female",,"Not Reported","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
6,29,"Male","0.13","Not Reported","Cloudy","Rural-Principal Arterial-Other","fatal"
2,30,"Male","0.23","Not Reported","Clear","Rural-Major Collector","fatal"
1,47,"Female","0.05","Not Reported","Clear","Rural-Local Road or Street","fatal"
6,59,"Male",,"No","Cloudy","Urban-Other Principal Arterial","no_fatal"
6,69,"Male",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
4,31,"Male","0.2","Unknown","Clear","Urban-Minor Arterial","fatal"
6,14,"Female",,"Not Reported","Cloudy","Rural-Local Road or Street","no_fatal"
6,61,"Male","0.24","Unknown","Clear","Rural-Major Collector","fatal"
7,36,"Male","0.24","No","Clear","Rural-Major Collector","fatal"
2,38,"Male",,"Not Reported","Clear","Rural-Unknown Rural","no_fatal"
6,20,"Male",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
2,63,"Male","0.0","No","Clear","Rural-Major Collector","fatal"
6,16,"Female","0.05","Yes","Clear","Rural-Principal Arterial-Other","fatal"
5,21,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Other","no_fatal"
6,19,"Male","0.08","No","Clear","Rural-Major Collector","no_fatal"
6,20,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,68,"Male","0.0","Not Reported","Cloudy","Rural-Principal Arterial-Other","no_fatal"
2,6,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
5,18,"Male","0.0","Unknown","Clear","Rural-Local Road or Street","fatal"
5,30,"Male","0.06","No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","no_fatal"
5,58,"Male","0.0","No","Clear","Rural-Minor Arterial","no_fatal"
3,49,"Male","0.0","No","Cloudy","Rural-Principal Arterial-Other","no_fatal"
6,22,"Male","0.14","No","Cloudy","Rural-Local Road or Street","fatal"
3,54,"Male",,"Not Reported","Snow","Urban-Principal Arterial-Interstate","no_fatal"
7,17,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
4,34,"Male","0.0","Unknown","Clear","Rural-Principal Arterial-Other","fatal"
7,49,"Male",,"No","Cloudy","Urban-Principal Arterial-Interstate","no_fatal"
5,41,"Male","0.01","Not Reported","Cloudy","Rural-Minor Collector","fatal"
5,64,"Female",,"No","Clear","Rural-Minor Arterial","no_fatal"
1,14,"Female",,"Not Reported","Rain","Rural-Principal Arterial-Other","no_fatal"
1,46,"Male","0.0","No","Clear","Urban-Principal Arterial-Interstate","no_fatal"
2,54,"Male",,"Not Reported","Clear","Urban-Principal Arterial-Interstate","no_fatal"
7,18,"Female","0.18","Unknown","Clear","Urban-Local Road or Street","fatal"
5,24,"Female",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
4,58,"Male","0.21","No","Cloudy","Urban-Other Principal Arterial","fatal"
2,51,"Male","0.11","No","Clear","Urban-Local Road or Street","fatal"
3,57,"Male","0.21","No","Clear","Urban-Principal Arterial-Other Freeways or Expressways","fatal"
5,70,"Male","0.0","Unknown","Clear","Rural-Minor Arterial","fatal"
6,58,"Female",,"Not Reported","Clear","Rural-Major Collector","no_fatal"
3,50,"Male","0.16","No","Cloudy","Rural-Principal Arterial-Other","fatal"
5,8,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
6,61,"Female",,"No","Clear","Urban-Other Principal Arterial","no_fatal"
1,34,"Male","0.18","Unknown","Rain","Rural-Principal Arterial-Other","fatal"
3,21,"Male","0.13","Not Reported","Clear","Urban-Local Road or Street","fatal"
6,60,"Male","0.0","Yes","Cloudy","Urban-Other Principal Arterial","no_fatal"
1,30,"Male","0.0","Yes","Clear","Urban-Local Road or Street","fatal"
4,31,"Male","0.0","Not Reported","Clear","Urban-Collector","fatal"
6,27,"Male",,"Not Reported","Clear","Urban-Other Principal Arterial","no_fatal"
3,30,"Female",,"Not Reported","Clear","Rural-Minor Arterial","no_fatal"
6,8,"Female",,"Not Reported","Clear","Rural-Principal Arterial-Interstate","no_fatal"
6,25,"Male",,"Not Reported","Clear","Urban-Minor Arterial","no_fatal"
